topology,alpha,seed,spectral_gap,round,avg_acc,worst_acc
hybrid,0.5,6,0.053775826240683555,50,0.89053,0.8523
hybrid,0.5,7,0.053775826240683555,5,0.78738,0.7415
hybrid,0.5,7,0.053775826240683555,10,0.8348700000000001,0.7902
hybrid,0.5,7,0.053775826240683555,15,0.8561799999999999,0.81
hybrid,0.5,7,0.053775826240683555,20,0.86588,0.8432
hybrid,0.5,7,0.053775826240683555,25,0.8704599999999999,0.845
hybrid,0.5,7,0.053775826240683555,30,0.88233,0.8685
hybrid,0.5,7,0.053775826240683555,35,0.8826499999999999,0.8618
hybrid,0.5,7,0.053775826240683555,40,0.88203,0.8616
hybrid,0.5,7,0.053775826240683555,45,0.87942,0.8593
hybrid,0.5,7,0.053775826240683555,50,0.8805,0.8528
hybrid,0.5,8,0.053775826240683555,5,0.85115,0.8217
hybrid,0.5,8,0.053775826240683555,10,0.87597,0.8609
hybrid,0.5,8,0.053775826240683555,15,0.88784,0.8759
hybrid,0.5,8,0.053775826240683555,20,0.8933899999999999,0.8843
hybrid,0.5,8,0.053775826240683555,25,0.8977999999999999,0.8836
hybrid,0.5,8,0.053775826240683555,30,0.9025299999999999,0.8973
hybrid,0.5,8,0.053775826240683555,35,0.90093,0.8911
hybrid,0.5,8,0.053775826240683555,40,0.90206,0.8934
hybrid,0.5,8,0.053775826240683555,45,0.90274,0.8944
hybrid,0.5,8,0.053775826240683555,50,0.90399,0.8956
hybrid,0.5,9,0.053775826240683555,5,0.81067,0.7775
hybrid,0.5,9,0.053775826240683555,10,0.85268,0.8351
hybrid,0.5,9,0.053775826240683555,15,0.86955,0.8455
hybrid,0.5,9,0.053775826240683555,20,0.87673,0.8588
hybrid,0.5,9,0.053775826240683555,25,0.88308,0.8684
hybrid,0.5,9,0.053775826240683555,30,0.88331,0.8667
hybrid,0.5,9,0.053775826240683555,35,0.88425,0.8698
hybrid,0.5,9,0.053775826240683555,40,0.88874,0.8774
hybrid,0.5,9,0.053775826240683555,45,0.88867,0.8721
hybrid,0.5,9,0.053775826240683555,50,0.89008,0.8777
hybrid,0.1,0,0.053775826240683555,5,0.52081,0.3811
hybrid,0.1,0,0.053775826240683555,10,0.57596,0.4147
hybrid,0.1,0,0.053775826240683555,15,0.6169399999999999,0.4705
hybrid,0.1,0,0.053775826240683555,20,0.64097,0.4705
hybrid,0.1,0,0.053775826240683555,25,0.66266,0.4872
hybrid,0.1,0,0.053775826240683555,30,0.68437,0.5196
hybrid,0.1,0,0.053775826240683555,35,0.69877,0.5392
hybrid,0.1,0,0.053775826240683555,40,0.70134,0.541
hybrid,0.1,0,0.053775826240683555,45,0.6986399999999999,0.5375
hybrid,0.1,0,0.053775826240683555,50,0.71661,0.5538
hybrid,0.1,1,0.053775826240683555,5,0.61085,0.4329
hybrid,0.1,1,0.053775826240683555,10,0.69088,0.5773
hybrid,0.1,1,0.053775826240683555,15,0.73286,0.6538
hybrid,0.1,1,0.053775826240683555,20,0.74529,0.6833
hybrid,0.1,1,0.053775826240683555,25,0.75576,0.7013
hybrid,0.1,1,0.053775826240683555,30,0.769,0.7113
hybrid,0.1,1,0.053775826240683555,35,0.76669,0.7089
hybrid,0.1,1,0.053775826240683555,40,0.77428,0.7246
hybrid,0.1,1,0.053775826240683555,45,0.77767,0.7276
hybrid,0.1,1,0.053775826240683555,50,0.78368,0.7321
hybrid,0.1,2,0.053775826240683555,5,0.5648099999999999,0.5059
hybrid,0.1,2,0.053775826240683555,10,0.62708,0.5647
hybrid,0.1,2,0.053775826240683555,15,0.65237,0.5842
hybrid,0.1,2,0.053775826240683555,20,0.66232,0.6003
hybrid,0.1,2,0.053775826240683555,25,0.66759,0.6124
hybrid,0.1,2,0.053775826240683555,30,0.67583,0.6081
hybrid,0.1,2,0.053775826240683555,35,0.6889299999999999,0.612
hybrid,0.1,2,0.053775826240683555,40,0.69311,0.6326
hybrid,0.1,2,0.053775826240683555,45,0.70181,0.6232
hybrid,0.1,2,0.053775826240683555,50,0.70827,0.6169
hybrid,0.1,3,0.053775826240683555,5,0.51524,0.4207
hybrid,0.1,3,0.053775826240683555,10,0.57271,0.4414
hybrid,0.1,3,0.053775826240683555,15,0.59717,0.4645
hybrid,0.1,3,0.053775826240683555,20,0.61046,0.4657
hybrid,0.1,3,0.053775826240683555,25,0.62077,0.4868
hybrid,0.1,3,0.053775826240683555,30,0.63303,0.4848
hybrid,0.1,3,0.053775826240683555,35,0.64391,0.5011
hybrid,0.1,3,0.053775826240683555,40,0.65208,0.499
hybrid,0.1,3,0.053775826240683555,45,0.66545,0.5223
hybrid,0.1,3,0.053775826240683555,50,0.66814,0.5376
hybrid,0.1,4,0.053775826240683555,5,0.5422399999999999,0.3481
hybrid,0.1,4,0.053775826240683555,10,0.6091599999999999,0.4331
hybrid,0.1,4,0.053775826240683555,15,0.64359,0.5114
hybrid,0.1,4,0.053775826240683555,20,0.6720900000000001,0.5618
hybrid,0.1,4,0.053775826240683555,25,0.70202,0.5944
hybrid,0.1,4,0.053775826240683555,30,0.70503,0.6032
